name,calories,fats,proteins,carbohydrates
"Cress, cooked, from canned, made with margarine",40,3,2,4
"Cress, cooked, from canned, made with butter",46,3,2,4
"Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, without salt",22,0,2,4
Seafood newburg,245,20,12,4
"Scallops, baked or broiled, fat added in cooking",114,4,14,4
Gazpacho,37,2,1,4
Fish sauce (bagoong),35,0,5,4
"Cheese, Ricotta",156,10,11,4
"Mussels, raw",86,2,12,4
"Scallops, cooked, NS as to cooking method",114,4,14,4
"Mustard greens, cooked, from fresh, made with oil",53,4,2,4
"Mustard greens, cooked, from canned, made with oil",53,4,2,4
"Scallops, baked or broiled, fat not added in cooking",85,1,15,4
"Cheese, Cheddar, reduced fat",309,20,27,4
Bratwurst,333,29,14,3
"Gourd, white-flowered (calabash), cooked, boiled, drained, with salt",13,0,1,3
"Cream, light, fluid",191,19,3,3
"Chrysanthemum, garland, raw",24,1,3,3
"Egg omelet or scrambled egg, with meat and tomatoes, NS as to fat added in cooking",163,12,10,3
Liverwurst,327,28,14,3
"Liquid from stewed kidney beans, Puerto Rican style",47,3,2,3
"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, NS as to fat added in cooking",208,16,12,3
"Livers, chicken, chopped, with eggs and onion (mixture)",226,18,13,3
"Egg omelet or scrambled egg, with meat and tomatoes, fat added in cooking",163,12,10,3
"Seafood soup with vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes))",42,1,5,3
"Egg omelet or scrambled egg, with meat and tomatoes, fat not added in cooking",138,9,11,3
"Egg omelet or scrambled egg, with meat and dark-green vegetables, fat not added in cooking",155,10,13,3
"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, fat not added in cooking",138,9,11,3
"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, fat added in cooking",167,13,10,3
Turkey pastrami,139,6,16,3
"Cucumber salad, made with sour cream dressing",63,5,1,3
"Egg omelet or scrambled egg, with dark-green vegetables, NS as to fat added in cooking",155,12,10,3
"Cottage cheese, farmer's",143,10,10,3
"Bratwurst, with cheese",337,29,14,3
"SILK Light Plain, soymilk",29,1,2,3
"Codfish salad, Puerto Rican style (Serenata)",176,15,7,3
"Coffee, Cappuccino, decaffeinated",27,1,2,3
Tuna cake or patty,206,15,16,3
"Coffee, Cappuccino",27,1,2,3
"Egg omelet or scrambled egg, with dark-green vegetables, fat added in cooking",155,12,10,3
Turkey ham,124,4,20,3
"Turkey ham, sliced, extra lean, prepackaged or deli, luncheon meat",124,4,20,3
"Egg omelet or scrambled egg, with meat and dark-green vegetables, fat added in cooking",186,14,12,3
"Egg omelet or scrambled egg, with meat and dark-green vegetables, NS as to fat added in cooking",186,14,12,3
"Egg omelet or scrambled egg, with dark-green vegetables, fat not added in cooking",119,7,10,3
"Coffee, Cappuccino, decaffeinated, nonfat",19,0,2,3
"Balsam-pear (bitter gourd), leafy tips, raw",30,1,5,3
"Alcoholic beverage, wine, table, red",85,0,0,3
"Lettuce, raw",14,0,1,3
"Coffee, Cappuccino, nonfat",19,0,2,3
"Coffee, Cappuccino, decaffeinated, with non-dairy milk",22,1,1,3
"Radish, Japanese (daikon), cooked, fat added in cooking",43,3,1,3
"Radish, Japanese (daikon), cooked, fat not added in cooking",17,0,1,3
"Radish, raw",16,0,1,3
"Egg salad, made with light mayonnaise",172,13,10,3
Tuna salad with egg,191,15,11,3
"Radish, Japanese (daikon), cooked, NS as to fat added in cooking",43,3,1,3
Tuna salad with cheese,214,18,12,3
"Coffee, Iced Latte, nonfat",19,0,2,3
"Radishes, raw",16,0,1,3
"Radishes, white icicle, raw",14,0,1,3
"Radishes, oriental, cooked, boiled, drained, with salt",17,0,1,3
"Radishes, oriental, cooked, boiled, drained, without salt",17,0,1,3
"Ground beef with textured vegetable protein, cooked",244,15,24,3
"Egg salad, made with light mayonnaise-type salad dressing",172,13,10,3
Queso Fresco,299,24,18,3
"Bamboo shoots, canned, drained solids",19,0,2,3
"Seafood soup with vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes))",42,1,5,3
"Gourd, white-flowered (calabash), raw",14,0,1,3
"Cream, fluid, heavy whipping",340,36,3,3
Queso Asadero,356,28,23,3
"Malabar spinach, cooked",23,1,3,3
"Coffee, Iced Latte, with non-dairy milk",22,1,1,3
Tuna with cream or white sauce (mixture),104,4,15,3
"Chrysanthemum leaves, raw",24,1,3,3
"Alcoholic beverage, wine, table, white, Chenin Blanc",80,0,0,3
"Gravy, poultry, home recipe",105,10,1,3
"Tuna salad, made with mayonnaise",194,16,10,3
"Egg salad, made with Italian dressing",172,13,10,3
"Coffee, Iced Latte, decaffeinated",27,1,2,3
Lomi salmon,60,2,8,3
"Coffee, Iced Latte",27,1,2,3
"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, NS as to fat added in cooking",176,13,12,3
"Alcoholic beverage, wine, table, white",82,0,0,3
"Cream, half and half, low fat",72,5,3,3
"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, fat not added in cooking",161,11,13,3
"Cream, heavy, whipped, unsweetened",340,36,3,3
"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, fat added in cooking",208,16,12,3
"Taro, shoots, cooked, with salt",14,0,1,3
"Coffee, Cappuccino, with non-dairy milk",22,1,1,3
"Cream, half and half, lowfat",72,5,3,3
"Cream, heavy, fluid",340,36,3,3
"Coffee, Iced Latte, decaffeinated, nonfat",19,0,2,3
"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, NS as to fat added in cooking",155,12,8,3
"Egg omelet or scrambled egg, with tomatoes, fat not added in cooking",90,5,7,3
"Cream, fluid, light whipping",292,31,2,3
"Coffee, Iced Latte, decaffeinated, with non-dairy milk",23,1,1,3
"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, fat added in cooking",155,12,8,3
"MORI-NU, Tofu, silken, soft",55,3,5,3
"Egg omelet or scrambled egg, with tomatoes, fat added in cooking",117,9,7,3
"Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, NS as to fat added in cooking",140,10,9,3
"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, fat not added in cooking",147,10,12,3
"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, fat added in cooking",176,13,12,3
"Egg omelet or scrambled egg, with tomatoes, NS as to fat added in cooking",117,9,7,3
"Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, fat not added in cooking",107,6,9,3
"Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, fat added in cooking",140,10,9,3
"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, NS as to fat added in cooking",180,14,10,3
"Egg omelet or scrambled egg, with cheese and tomatoes, fat not added in cooking",117,8,9,3
"Egg omelet or scrambled egg, with cheese and tomatoes, fat added in cooking",142,11,8,3
"Tomatoes, red, ripe, canned, packed in tomato juice",16,0,1,3
"Tofu, raw, firm, prepared with calcium sulfate",144,9,17,3
"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, fat added in cooking",180,14,10,3
"Veal goulash with vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), tomato-base sauce",98,4,13,3
"Egg omelet or scrambled egg, with cheese and tomatoes, NS as to fat added in cooking",142,11,8,3
"Egg omelet or scrambled egg, with cheese and dark-green vegetables, fat not added in cooking",153,10,12,3
"Egg omelet or scrambled egg, with cheese and dark-green vegetables, fat added in cooking",185,14,11,3
"Tomatoes, orange, raw",16,0,1,3
"Veal goulash with vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), tomato-base sauce",96,4,13,3
Beef with cream or white sauce (mixture),186,9,22,3
"KFC, Fried Chicken, EXTRA CRISPY, Wing, meat only, skin and breading removed",236,12,29,3
"Bologna, beef and pork, lowfat",230,19,12,3
"Turnip greens and turnips, frozen, unprepared",21,0,2,3
Crab imperial,137,7,14,3
"Beverages, coconut milk, sweetened, fortified with calcium, vitamins A, B12, D2",31,2,0,3
"Clam sauce, white",196,17,9,3
"Soymilk (All flavors), enhanced",45,2,3,3
"Lamb, variety meats and by-products, liver, cooked, braised",220,9,31,3
Veal with cream sauce (mixture),191,8,26,3
"Tomatoes, red, ripe, canned, packed in tomato juice, no salt added",16,0,1,3
"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, fat added in cooking",183,14,12,3
"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, NS as to fat added in cooking",183,14,12,3
"Tomato and celery, cooked, NS as to fat added in cooking",30,2,1,3
"Tomatoes, cooked, from canned, NS as to method",16,0,1,3
"Turnip greens, canned, reduced sodium, cooked, fat added in cooking, made with any type of fat",39,3,1,3
"Sausage, breakfast sausage, beef, pre-cooked, unprepared",328,29,13,3
"Turnip greens, canned, reduced sodium, cooked, fat not added in cooking",19,0,1,3
"Frankfurter or hot dog, chicken",228,16,16,3
"Turnip greens, cooked, from canned, made with oil",45,3,1,3
Sausage with tomato-based sauce (mixture),234,19,13,3
"Sausage, pork, chorizo, link or ground, cooked, pan-fried",346,28,19,3
"Turnip greens, cooked, from canned, NS as to fat added in cooking",39,3,1,3
"Frankfurter, beef, unheated",314,28,12,3
"Turnip greens, cooked, from canned, fat added in cooking, NS as to type of fat",39,3,1,3
"Turnip greens, cooked, from canned, made with margarine",35,2,1,3
"Turnip greens, cooked, from canned, made with butter",41,3,1,3
"Turnip greens, cooked, from canned, fat not added in cooking",19,0,1,3
"Egg omelet or scrambled egg, with cheese and dark-green vegetables, NS as to fat added in cooking",185,14,11,3
"Soy protein isolate, potassium type",321,1,88,3
"Flowers or blossoms of sesbania, squash, or lily, NS as to fat added in cooking",36,3,1,3
"Tomatoes, canned, red, ripe, diced",18,0,1,3
"Tomatoes, canned, low sodium",16,0,1,3
Beef with soy-based sauce (mixture),184,12,16,3
"Flowers or blossoms of sesbania, squash, or lily, fat added in cooking",36,3,1,3
"Borage, raw",21,1,2,3
"Turnip greens, canned, reduced sodium, cooked, NS as to fat added in cooking",39,3,1,3
"Fried fish with sauce, Puerto Rican style (Pescado frito con mojo)",151,10,12,3
"Tofu, firm, prepared with calcium sulfate and magnesium chloride (nigari)",78,4,9,3
"Flowers or blossoms of sesbania, squash, or lily, fat not added in cooking",15,0,1,3
"Crabs in tomato-based sauce, Puerto Rican style (mixture) (Salmorejo de jueyes)",140,9,13,3
"Tomatoes, yellow, raw",15,0,1,3
"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, NS as to fat added in cooking",167,13,10,3
"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, fat not added in cooking",189,13,14,3
Ham or pork salad,230,18,13,3
"Basil, fresh",23,1,3,3
Shrimp teriyaki (shrimp with soy-based sauce) (mixture),120,2,22,3
"Shrimp soup, cream of, prepared with water",36,2,1,3
"Dock, cooked, boiled, drained, with salt",20,1,2,3
"Dock, raw",22,1,2,3
"Coffee, macchiato",22,1,1,3
"Cream, light, whipped, unsweetened",292,31,2,3
"Dock, cooked, boiled, drained, without salt",20,1,2,3
"Shrimp in garlic sauce, Puerto Rican style (mixture) (Camarones al ajillo)",277,25,12,3
"Shrimp garden salad (shrimp, lettuce, eggs, tomato and/or carrots, other vegetables), no dressing",62,2,8,3
"Ham and vegetables (including carrots, broccoli, and/or dark- green leafy (no potatoes)), no sauce (mixture)",114,8,7,3
"SILK Plus Omega-3 DHA, soymilk",45,2,3,3
"Lettuce, iceberg (includes crisphead types), raw",14,0,1,3
"Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",45,0,8,3
"Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",44,0,7,3
"SILK Plain, soymilk",41,2,3,3
"Lettuce, green leaf, raw",15,0,1,3
"Cowpeas, leafy tips, cooked, boiled, drained, with salt",22,0,5,3
Ham croquette,272,21,18,3
Shrimp with lobster sauce (mixture),154,8,17,3
"Lettuce, cos or romaine, raw",17,0,1,3
"Lettuce, cooked, fat not added in cooking",14,0,1,3
"Basil, raw",23,1,3,3
"Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",60,2,8,3
Lamb or mutton goulash,124,6,13,3
"Soup, NFS",24,1,1,3
"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, fat not added in cooking",161,11,12,3
"Alcoholic beverage, wine, table, all",83,0,0,3
"Scrambled eggs with jerked beef, Puerto Rican style (Revoltillo de tasajo)",260,18,21,3
"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, NS as to fat added in cooking",227,18,13,3
"Cowpeas, leafy tips, cooked, boiled, drained, without salt",22,0,5,3
"Fruit flavored smoothie drink, frozen, light (no dairy)",12,0,0,3
Coconut milk,31,2,0,3
Beef salad,260,19,18,3
Crab cake,204,15,15,3
"Turnips, frozen, unprepared",16,0,1,3
Knockwurst,307,28,11,3
Thuringer,362,30,17,3
Salmon cake or patty,245,18,17,3
"Blue or roquefort cheese dressing, light",99,7,5,3
"Crustaceans, spiny lobster, mixed species, cooked, moist heat",143,2,26,3
"Salad dressing, NFS, for sandwiches",594,64,1,3
"Ham, pork, and chicken, luncheon meat, chopped, minced, pressed, spiced, canned, reduced sodium",293,25,12,3
Salmon salad,212,17,11,3
"Bird's nest soup (chicken, ham, and noodles)",46,1,6,3
"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, fat not added in cooking",186,13,14,3
"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, fat added in cooking",227,18,13,3
Bloody Mary,69,0,1,3
"Taro shoots, cooked, without salt",14,0,1,3
"Julienne salad (meat, cheese, eggs, vegetables), no dressing",111,6,11,3
"Cheese, Mozzarella, reduced sodium",280,17,28,3
"Cheese, Parmesan, hard",392,26,36,3
"Pork hash, Hawaiian style-ground pork, vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), soy-based sauce",188,14,13,3
Pork or ham with soy-based sauce (mixture),187,13,15,3
"Egg white, omelet, scrambled, or fried, with cheese and vegetables, fat not added in cooking",90,4,10,3
"Cheese, Swiss, nonfat or fat free",127,0,28,3
"Egg white, omelet, scrambled, or fried, with cheese and vegetables, NS as to fat added in cooking",145,11,9,3
"Egg white, omelet, scrambled, or fried, with cheese and vegetables, fat added in cooking",145,11,9,3
"Cheese, Mexican, blend, reduced fat",282,19,25,3
Mortadella,311,25,16,3
"Spinach, cooked, from canned, made with butter",38,2,3,3
"Mustard greens, cooked, from frozen, NS as to fat added in cooking",38,2,2,3
"Waxgourd, (chinese preserving melon), cooked, boiled, drained, without salt",14,0,0,3
"Spinach, cooked, from canned, made with oil",41,3,3,3
"Cheese, Mexican blend, reduced fat",282,19,25,3
"Cheese, Colby",394,32,24,3
"Spinach, cooked, from canned, made with margarine",34,2,3,3
"Egg white, omelet, scrambled, or fried, with vegetables, fat not added in cooking",49,0,8,3
"Beans, snap, green, canned, regular pack, solids and liquids",15,0,1,3
"Egg white, omelet, scrambled, or fried, with vegetables, NS as to fat added in cooking",113,8,8,3
"Egg white, omelet, scrambled, or fried, with vegetables, fat added in cooking",113,8,8,3
"Cheese, colby",394,32,24,3
"Cheese, cottage, creamed, large or small curd",98,4,11,3
"Mushrooms, white, raw",22,0,3,3
"Cheese, cheddar, reduced fat (Includes foods for USDA's Food Distribution Program)",316,20,27,3
Pork with chili and tomatoes (mixture) (Puerco con chile),97,4,12,3
"Cheese, brick",371,30,23,3
"Mustard greens, cooked, NS as to form, fat not added in cooking",19,0,2,3
"Cheese, Swiss, reduced fat",179,5,28,3
"Cheese, Swiss, reduced sodium",374,27,28,3
"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",406,34,23,3
"Beans, snap, canned, all styles, seasoned, solids and liquids",16,0,1,3
"Mustard greens, cooked, NS as to form, fat added in cooking, NS as to type of fat",38,2,2,3
"Cheese, caraway",376,29,25,3
"Mollusks, squid, mixed species, raw",92,1,16,3
"Pokeberry shoots, (poke), cooked, boiled, drained, without salt",20,0,2,3
"Celery, pickled",16,0,1,3
"Poke greens, cooked, made with oil",43,3,2,3
"Pokeberry shoots, (poke), cooked, boiled, drained, with salt",20,0,2,3
"Spinach, cooked, from canned, NS as to fat added in cooking",36,2,3,3
"Mixed salad greens, raw",17,0,2,3
"Celery, raw",15,0,1,3
"Celery, stuffed with cheese",122,10,4,3
"Poke greens, cooked, made with margarine",34,2,2,3
"Spinach, canned, no salt added, solids and liquids",19,0,2,3
"Spinach, canned, regular pack, drained solids",23,0,3,3
"Poke greens, cooked, NS as to fat added in cooking",37,2,2,3
Spinach soup,30,1,3,3
"Poke greens, cooked, fat not added in cooking",20,0,2,3
"Poke greens, cooked, made with butter",39,3,2,3
"Spinach, canned, regular pack, solids and liquids",19,0,2,3
"Poke greens, cooked, fat added in cooking, NS as to type of fat",37,2,2,3
"Mustard greens, cooked, from frozen, made with butter",40,3,2,3
"Mollusks, oyster, eastern, wild, raw",51,2,6,3
"Mustard greens, cooked, from frozen, made with oil",44,3,2,3
"Mustard greens, cooked, from frozen, made with margarine",35,2,2,3
"Mustard greens, cooked, from frozen, fat not added in cooking",19,0,2,3
"Mustard greens, cooked, from frozen, fat added in cooking, NS as to type of fat",38,2,2,3
"Cheese, Cheddar",404,33,23,3
"Mollusks, scallop, mixed species, raw",69,0,12,3
"Mustard greens, frozen, cooked, boiled, drained, with salt",19,0,2,3
"Spinach, cooked, from canned, fat added in cooking, NS as to type of fat",36,2,3,3
Pork and beef sausage,396,36,14,3
"Cheese, Brick",371,30,23,3
"Mustard spinach, (tendergreen), cooked, boiled, drained, without salt",16,0,2,3
"Mustard greens, frozen, cooked, boiled, drained, without salt",19,0,2,3
"Pork and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), no sauce (mixture)",123,7,11,3
"Mustard spinach, (tendergreen), cooked, boiled, drained, with salt",16,0,2,3
"Mustard greens, frozen, unprepared",20,0,2,3
"Chicken or turkey salad, made with mayonnaise",236,18,16,3
"Chicken or turkey caesar garden salad (chicken and/or turkey, lettuce, tomato, cheese), no dressing",65,2,10,3
"Cheese, white, queso blanco",310,24,20,3
"Chicken or turkey and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), no sauce (mixture)",118,7,11,3
"Chicken or turkey fricassee, with sauce, no potatoes, Puerto Rican style (potatoes reported separately)",180,12,16,3
"Chicken or turkey garden salad (chicken and/or turkey, other vegetables excluding tomato and carrots), no dressing",72,2,12,3
"Chicken or turkey cake, patty, or croquette",263,17,23,3
"Chicken or turkey creole, without rice",104,3,16,3
"Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, with salt",14,0,1,3
"Squash, summer, zucchini, includes skin, cooked, boiled, drained, with salt",15,0,1,3
Chicken with mole sauce,159,6,22,3
"Stewed pork, Puerto Rican style",197,12,18,3
"Squash, summer, yellow, raw",16,0,1,3
Chicken or turkey with cream sauce (mixture),160,6,22,3
"Alcoholic Beverage, wine, table, red, Cabernet Sauvignon",83,0,0,3
"Squash, summer, zucchini, includes skin, cooked, boiled, drained, without salt",15,0,1,3
"Alcoholic Beverage, wine, table, red, Barbera",85,0,0,3
"Alcoholic Beverage, wine, table, red, Sangiovese",86,0,0,3
"Alcoholic Beverage, wine, table, red, Syrah",83,0,0,3
"Alcoholic Beverage, wine, table, red, Mouvedre",88,0,0,3
"Alcoholic Beverage, wine, table, red, Petite Sirah",85,0,0,3
"Alcoholic beverage, beer, regular, BUDWEISER",41,0,0,3
"Waxgourd, (chinese preserving melon), raw",13,0,0,3
"Alcoholic Beverage, wine, table, red, Zinfandel",88,0,0,3
Chicken or turkey salad with egg,229,17,16,3
"Alcoholic Beverage, wine, table, red, Merlot",83,0,0,3
"Chicken or turkey garden salad with bacon and cheese (chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables), no dressing",109,6,12,3
"Chicken or turkey garden salad with cheese (chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables), no dressing",96,4,11,3
"Water convolvulus,raw",19,0,3,3
"Chicken or turkey garden salad (chicken and/or turkey, tomato and/or carrots, other vegetables), no dressing",70,1,11,3
"Alcoholic Beverage, wine, table, red, Claret",83,0,0,3
"Chicken or turkey noodle soup, canned or ready-to-serve",24,1,1,3
"Squash, summer, zucchini, includes skin, raw",17,0,1,3
"Chicken or turkey gumbo soup, home recipe, canned or ready-to-serve",23,1,1,3
Vodka flavored pasta sauce made with tomatoes and cream,74,7,1,3
"Squash, summer, scallop, cooked, boiled, drained, with salt",16,0,1,3
"Pork, cured, ham and water product, slice, bone-in, separable lean and fat, unheated",149,9,14,3
"Mushroom, white, exposed to ultraviolet light, raw",22,0,3,3
"Squash, summer, green, raw",17,0,1,3
"Mushrooms, pickled",21,0,3,3
"Cheese, cottage, with vegetables",95,4,11,3
"Squash, summer, scallop, cooked, boiled, drained, without salt",16,0,1,3
"Pork, cured, ham and water product, slice, bone-in, separable lean only, unheated",103,4,14,3
"Mushroom soup, cream of, prepared with water",40,3,1,3
"Squash, summer, crookneck and straightneck, canned, drained, solid, without salt",13,0,1,3
Vegetarian stew,31,2,1,3
"Cheese, cottage, lowfat, 1% milkfat",72,1,12,3
"Squash, summer, all varieties, raw",16,0,1,3
"Cheese, cottage, lowfat, with vegetables",67,1,11,3
"Mushroom soup, NFS",39,3,1,3
"Cheese, cottage, lowfat, lactose reduced",74,1,12,3
"Cheese, cottage, lowfat, low sodium",72,1,12,3
"Squash, summer, yellow or green, cooked, from canned, fat not added in cooking",13,0,1,3
"Squash, summer, yellow or green, cooked, from canned, made with butter",28,2,1,3
"Squash, summer, yellow or green, cooked, from canned, NS as to fat added in cooking",26,2,1,3
"Squash, summer, yellow or green, cooked, from canned, fat added in cooking, NS as to type of fat",26,2,1,3
"Squash, summer, yellow or green, cooked, from canned, made with oil",31,2,1,3
"Cheese, parmesan, shredded",415,27,38,3
"Squash, summer, yellow or green, cooked, from canned, made with margarine",24,1,1,3
"Cheese, parmesan, hard",392,25,36,3
"Vitasoy USA, Organic Nasoya Super Firm Cubed Tofu",118,6,12,3
"Vienna sausage, canned",230,19,10,3
"Mushrooms, raw",22,0,3,3
"Cheese, fresh, queso fresco",299,24,18,3
"Fish soup, with potatoes (Sopa de Pescado y Mariscos)",46,1,5,3
"Cheese, mozzarella, part skim milk",254,16,24,3
"Vitasoy USA, Organic Nasoya Extra Firm Tofu",98,5,10,3
"Fish with cream or white sauce, not tuna or lobster (mixture)",117,4,17,3
"Vinespinach, (basella), raw",19,0,2,3
"Escarole, cooked, made with margarine",36,2,1,3
"Cabbage, chinese (pe-tsai), raw",16,0,1,3
"Escarole, cooked, made with butter",42,3,1,3
"Cactus, raw",16,0,1,3
Caesar dressing,542,58,2,3
"Escarole, cooked, made with oil",47,3,1,3
"Escarole, cooked, fat not added in cooking",19,0,1,3
"Squash, zucchini, baby, raw",21,0,3,3
"Broccoli raab, cooked",25,1,4,3
"Broccoli raab, cooked, NS as to fat added in cooking",49,2,4,3
"Egg substitute, omelet, scrambled, or fried, with cheese and meat, NS as to fat added in cooking",217,16,16,3
"Pumpkin, flowers, cooked, boiled, drained, with salt",15,0,1,3
"Peppers, sweet, red, frozen, chopped, boiled, drained, without salt",16,0,1,3
"Egg substitute, omelet, scrambled, or fried, with cheese and meat, fat not added in cooking",187,12,17,3
"Cactus, cooked, made with margarine",31,2,1,3
"Beef and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), no sauce (mixture)",116,7,11,3
"Oysters, raw",51,2,6,3
"Cactus, cooked, made with butter",36,3,1,3
"Winter melon, cooked",14,0,0,3
"POPEYES, Fried Chicken, Mild, Wing, meat only, skin and breading removed",212,9,29,3
"Mexican style beef stew, no potatoes, tomato-based sauce (mixture) (Carne guisada sin papas)",115,4,15,3
"Cactus, cooked, made with oil",40,3,1,3
"Menudo soup, home recipe",49,2,5,3
"Purslane, raw",20,0,2,3
"Egg substitute, omelet, scrambled, or fried, with cheese and meat, fat added in cooking",217,16,16,3
"Mexican style pork stew, no potatoes, tomato-based sauce (mixture) (cerdo guisado sin papas)",112,4,14,3
"Peppers, sweet, red, frozen, chopped, boiled, drained, with salt",16,0,1,3
"Pumpkin leaves, cooked, boiled, drained, with salt",21,0,3,3
"Pumpkin leaves, cooked, boiled, drained, without salt",21,0,3,3
"Yogurt, Greek, nonfat, plain, CHOBANI",54,0,10,3
"Squid, pickled",93,1,15,3
"Pumpkin flowers, raw",15,0,1,3
"Squid, raw",92,1,16,3
"Beef, cured, dried",153,2,31,3
Pepperpot (tripe) soup,47,2,3,3
"Alcoholic beverage, wine, table, white, Semillon",82,0,0,3
"Butter, whipped, tub, salted",718,78,0,3
"Peppers, sweet, green, frozen, chopped, cooked, boiled, drained, with salt",16,0,1,3
"Beef, dried, chipped, uncooked",153,2,31,3
"Yogurt, Greek, whole, plain, CHOBANI",82,4,8,3
"Broccoli raab, cooked, made with butter",51,3,4,3
"Broccoli raab, cooked, made with margarine",46,2,4,3
"Broccoli raab, cooked, made with oil",55,3,4,3
Beef goulash,102,4,14,3
"Broccoli raab, cooked, fat added in cooking, NS as to type of fat",49,2,4,3
"Broccoli raab, cooked, fat not added in cooking",33,1,4,3
"Puerto Rican white cheese (queso del pais, blanco)",174,13,11,3
"Pumpkin flowers, cooked, boiled, drained, without salt",15,0,1,3
"Escarole, cooked, boiled, drained, no salt added",15,0,1,3
"Escarole, cooked, NS as to fat added in cooking",47,3,1,3
"Veal, variety meats and by-products, liver, raw",140,5,20,3
"Escarole, cooked, fat added in cooking, NS as to type of fat",47,3,1,3
"Broccoli raab, raw",22,0,3,3
"Cactus, cooked, fat not added in cooking",15,0,1,3
"Spinach salad, no dressing",81,5,7,3
"Egg substitute, omelet, scrambled, or fried, with meat, fat not added in cooking",158,9,16,3
"Spinach, cooked, from canned, fat not added in cooking",23,0,3,3
"Alcoholic beverage, wine, table, white, Gewurztraminer",81,0,0,3
"Wine, table, red",85,0,0,3
"Alcoholic beverage, wine, table, white, Muller Thurgau",76,0,0,3
"Egg substitute, omelet, scrambled, or fried, with cheese, meat, and vegetables, fat not added in cooking",148,9,14,3
"Nopales, cooked, without salt",15,0,1,3
"Cauliflower, frozen, cooked, boiled, drained, with salt",17,0,2,3
"Egg substitute, omelet, scrambled, or fried, with meat and vegetables, NS as to fat added in cooking",173,13,12,3
"Egg substitute, omelet, scrambled, or fried, with meat and vegetables, fat added in cooking",173,13,12,3
"Nuts, coconut milk, canned (liquid expressed from grated meat and water)",197,21,2,3
"Nopales, raw",16,0,1,3
"Zucchini soup, cream of, prepared with milk",23,1,2,3
"Egg substitute, omelet, scrambled, or fried, with meat and vegetables, fat not added in cooking",115,6,13,3
Pickled sausage,393,36,14,3
"Egg substitute, omelet, scrambled, or fried, with cheese, meat, and vegetables, fat added in cooking",199,15,13,3
"Winged bean, immature seeds, cooked, boiled, drained, with salt",37,1,5,3
"Winged beans, immature seeds, cooked, boiled, drained, without salt",38,1,5,3
"Egg substitute, omelet, scrambled, or fried, with cheese, meat, and vegetables, NS as to fat added in cooking",199,15,13,3
"Oysters, baked or broiled, fat added in cooking",93,6,7,3
"Cactus, cooked, NS as to fat added in cooking",34,2,1,3
"Cactus, cooked, fat added in cooking, NS as to type of fat",34,2,1,3
"Wine, table, white",82,0,0,3
"Onion soup, made from dry mix",12,0,0,3
"Oysters, baked or broiled, fat not added in cooking",63,2,7,3
"Endive, raw",17,0,1,3
"Cabbage, Chinese, cooked, NS as to fat added in cooking",35,3,2,2
"Snails, cooked, NS as to cooking method",139,5,19,2
"Cabbage, Chinese, cooked, fat added in cooking, NS as to type of fat",35,3,2,2
"Cabbage, Chinese, cooked, fat not added in cooking",12,0,2,2
